2020-09-09 17:26:47,989 [INFO ]  Loading data completed, start the training process
2020-09-09 17:26:47,990 [DEBUG]  Current task with data (16181, 16) scope [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15] and condition []
2020-09-09 17:26:49,822 [DEBUG]  calculating pairwise RDC on sample 50000 takes 1.8299100399017334 secs
2020-09-09 17:26:49,824 [DEBUG]  OP: Operation.FACTORIZE on slice (16181, 16) (remaining tasks 0)
2020-09-09 17:26:49,824 [DEBUG]  Factorize node found the strong connected component[6, 8]
2020-09-09 17:26:49,825 [DEBUG]  We only factor out [6, 8]
2020-09-09 17:26:49,826 [DEBUG]  Factorize node factor out weak connected component[0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15]
2020-09-09 17:26:49,827 [DEBUG]  Factorize node found a strongly connect component[6, 8], condition on [0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15]
2020-09-09 17:26:49,829 [DEBUG]  Current task with data (16181, 14) scope [0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15] and condition []
2020-09-09 17:26:51,383 [DEBUG]  calculating pairwise RDC on sample 50000 takes 1.5515151023864746 secs
2020-09-09 17:26:51,384 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (16181, 14) (remaining tasks 1)
2020-09-09 17:26:51,545 [DEBUG]  		found 2 row clusters (in 0.16002 secs)
2020-09-09 17:26:51,545 [DEBUG]  Current task with data (16181, 16) scope [6, 8] and condition [0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15]
2020-09-09 17:26:53,604 [DEBUG]  calculating pairwise RDC on sample 50000 takes 2.05741810798645 secs
2020-09-09 17:26:53,604 [DEBUG]  OP: Operation.SPLIT_ROWS_CONDITION on slice (16181, 16) (remaining tasks 2)
2020-09-09 17:26:53,604 [DEBUG]  fanout_location [], condition_location [0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15], query_attr [0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15]
2020-09-09 17:26:53,605 [INFO ]  find optimal attribute: 4
2020-09-09 17:26:53,606 [INFO ]  find optimal clusters: [{4: [0]}, {4: [1]}]
2020-09-09 17:26:53,608 [DEBUG]  		found 2 row clusters (in 0.00378 secs)
